pose23,
1.033333333,"[['Right Knee', NormalizedLandmark(x=0.44626060128211975, y=0.48764488101005554, z=-0.07524070888757706, visibility=0.9901517629623413, presence=0.9999972581863403)], ['Left Knee', NormalizedLandmark(x=0.41841578483581543, y=0.487032413482666, z=0.07502805441617966, visibility=0.9937769770622253, presence=0.9999988079071045)], ['Right Ankle', NormalizedLandmark(x=0.5134490132331848, y=0.5413905382156372, z=-0.0424579419195652, visibility=0.9044277667999268, presence=0.9999277591705322)], ['Left Ankle', NormalizedLandmark(x=0.4984116554260254, y=0.5433584451675415, z=0.17664019763469696, visibility=0.7254860997200012, presence=0.9999572038650513)], ['Right Heel', NormalizedLandmark(x=0.5232194066047668, y=0.6148190498352051, z=0.05725574865937233, visibility=0.8571652173995972, presence=0.9997411370277405)], ['Left Heel', NormalizedLandmark(x=0.4847104251384735, y=0.5809721350669861, z=0.2977658212184906, visibility=0.8085539937019348, presence=0.9999574422836304)], ['Right Foot Index', NormalizedLandmark(x=0.5227917432785034, y=0.6290440559387207, z=0.0695851594209671, visibility=0.8671366572380066, presence=0.9997113347053528)], ['Left Foot Index', NormalizedLandmark(x=0.4800567924976349, y=0.5838794112205505, z=0.30827564001083374, visibility=0.8790756464004517, presence=0.9999086856842041)]]"
1.066666667,"[['Right Knee', NormalizedLandmark(x=0.43184909224510193, y=0.48993101716041565, z=0.11421571671962738, visibility=0.994397759437561, presence=0.999997615814209)], ['Left Knee', NormalizedLandmark(x=0.45241057872772217, y=0.4945051670074463, z=-0.11448937654495239, visibility=0.9911336898803711, presence=0.999984860420227)], ['Right Ankle', NormalizedLandmark(x=0.5278496742248535, y=0.5260920524597168, z=0.16729797422885895, visibility=0.6681478023529053, presence=0.9999618530273438)], ['Left Ankle', NormalizedLandmark(x=0.5339272618293762, y=0.5287966132164001, z=-0.10478972643613815, visibility=0.9001173377037048, presence=0.9996449947357178)], ['Right Heel', NormalizedLandmark(x=0.535165011882782, y=0.6076138019561768, z=0.16607262194156647, visibility=0.7959399819374084, presence=0.9999167919158936)], ['Left Heel', NormalizedLandmark(x=0.5401141047477722, y=0.6161054968833923, z=-0.06964489072561264, visibility=0.8632358312606812, presence=0.9993453621864319)], ['Right Foot Index', NormalizedLandmark(x=0.5239018201828003, y=0.631324827671051, z=0.15967006981372833, visibility=0.8617291450500488, presence=0.9997062087059021)], ['Left Foot Index', NormalizedLandmark(x=0.5315988063812256, y=0.6371777057647705, z=-0.06769723445177078, visibility=0.8638686537742615, presence=0.9992319345474243)]]"
1.1,"[['Right Knee', NormalizedLandmark(x=0.42844071984291077, y=0.4940493702888489, z=0.0821765884757042, visibility=0.9949566125869751, presence=0.9999983310699463)], ['Left Knee', NormalizedLandmark(x=0.4581150710582733, y=0.49586376547813416, z=-0.08252281695604324, visibility=0.9920181632041931, presence=0.9999949932098389)], ['Right Ankle', NormalizedLandmark(x=0.513613760471344, y=0.5429424047470093, z=0.18814030289649963, visibility=0.6814945340156555, presence=0.9999873638153076)], ['Left Ankle', NormalizedLandmark(x=0.5445674061775208, y=0.5195061564445496, z=0.07464495301246643, visibility=0.8996296525001526, presence=0.9999560117721558)], ['Right Heel', NormalizedLandmark(x=0.5336689352989197, y=0.6327934265136719, z=0.24815532565116882, visibility=0.8114827275276184, presence=0.9998492002487183)], ['Left Heel', NormalizedLandmark(x=0.5863319039344788, y=0.5903623104095459, z=0.2520383298397064, visibility=0.8697522878646851, presence=0.9997994303703308)], ['Right Foot Index', NormalizedLandmark(x=0.529719352722168, y=0.6522589325904846, z=0.24948281049728394, visibility=0.8690469264984131, presence=0.9994007349014282)], ['Left Foot Index', NormalizedLandmark(x=0.5788457989692688, y=0.6007973551750183, z=0.26964840292930603, visibility=0.8684308528900146, presence=0.9997990727424622)]]"
1.133333333,"[['Right Knee', NormalizedLandmark(x=0.4261576235294342, y=0.4950738847255707, z=0.08326844125986099, visibility=0.9954597353935242, presence=0.9999992847442627)], ['Left Knee', NormalizedLandmark(x=0.4559537470340729, y=0.497624933719635, z=-0.08349867910146713, visibility=0.9928146600723267, presence=0.999997615814209)], ['Right Ankle', NormalizedLandmark(x=0.5109620690345764, y=0.5420332551002502, z=0.28015226125717163, visibility=0.6714312434196472, presence=0.9999958276748657)], ['Left Ankle', NormalizedLandmark(x=0.5403772592544556, y=0.5126974582672119, z=0.0974261462688446, visibility=0.8819616436958313, presence=0.9999834299087524)], ['Right Heel', NormalizedLandmark(x=0.5321438312530518, y=0.6314578056335449, z=0.4100340008735657, visibility=0.8177318572998047, presence=0.9999581575393677)], ['Left Heel', NormalizedLandmark(x=0.5765286087989807, y=0.579497218132019, z=0.3276861906051636, visibility=0.862486720085144, presence=0.9999500513076782)], ['Right Foot Index', NormalizedLandmark(x=0.530535876750946, y=0.6512817740440369, z=0.41902661323547363, visibility=0.8651423454284668, presence=0.9998536109924316)], ['Left Foot Index', NormalizedLandmark(x=0.5716904401779175, y=0.5943930745124817, z=0.35097774863243103, visibility=0.856072723865509, presence=0.9999552965164185)]]"
1.166666667,"[['Right Knee', NormalizedLandmark(x=0.45622798800468445, y=0.49980923533439636, z=-0.08693923056125641, visibility=0.9935322999954224, presence=0.9999979734420776)], ['Left Knee', NormalizedLandmark(x=0.4303455054759979, y=0.49531057476997375, z=0.08677630871534348, visibility=0.9959121346473694, presence=0.9999983310699463)], ['Right Ankle', NormalizedLandmark(x=0.5333054661750793, y=0.5344946980476379, z=0.03534172475337982, visibility=0.8845564723014832, presence=0.9999839067459106)], ['Left Ankle', NormalizedLandmark(x=0.5140436291694641, y=0.5298652052879333, z=0.32248345017433167, visibility=0.611403226852417, presence=0.9999897480010986)], ['Right Heel', NormalizedLandmark(x=0.5522423982620239, y=0.6210400462150574, z=0.22928737103939056, visibility=0.8680394887924194, presence=0.9999397993087769)], ['Left Heel', NormalizedLandmark(x=0.5781074166297913, y=0.549970805644989, z=0.5192646384239197, visibility=0.7724567651748657, presence=0.9999803304672241)], ['Right Foot Index', NormalizedLandmark(x=0.5545139908790588, y=0.641535222530365, z=0.2378975749015808, visibility=0.8476459383964539, presence=0.9999306201934814)], ['Left Foot Index', NormalizedLandmark(x=0.5785060524940491, y=0.5626078844070435, z=0.5359642505645752, visibility=0.8237943649291992, presence=0.9999576807022095)]]"
pose67,
0.933333333,"[['Right Knee', NormalizedLandmark(x=0.5172520875930786, y=0.5086267590522766, z=0.10967942327260971, visibility=0.9999531507492065, presence=0.9999996423721313)], ['Left Knee', NormalizedLandmark(x=0.576209306716919, y=0.4913259744644165, z=-0.10993920266628265, visibility=0.9999672174453735, presence=0.9999996423721313)], ['Right Ankle', NormalizedLandmark(x=0.5877920985221863, y=0.6188050508499146, z=0.35816580057144165, visibility=0.7865684628486633, presence=0.999996542930603)], ['Left Ankle', NormalizedLandmark(x=0.668759286403656, y=0.5771527886390686, z=0.08687366545200348, visibility=0.9406274557113647, presence=0.9999971389770508)], ['Right Heel', NormalizedLandmark(x=0.635181725025177, y=0.7530456185340881, z=0.5181004405021667, visibility=0.8522641658782959, presence=0.9999874830245972)], ['Left Heel', NormalizedLandmark(x=0.7370802760124207, y=0.724318265914917, z=0.25194206833839417, visibility=0.8898826837539673, presence=0.9999890327453613)], ['Right Foot Index', NormalizedLandmark(x=0.6351593732833862, y=0.7768526077270508, z=0.5253494381904602, visibility=0.9014891386032104, presence=0.9999611377716064)], ['Left Foot Index', NormalizedLandmark(x=0.7354016900062561, y=0.7545760273933411, z=0.3184114992618561, visibility=0.8887577056884766, presence=0.9999861717224121)]]"
0.966666667,"[['Right Knee', NormalizedLandmark(x=0.5218592882156372, y=0.5115432739257812, z=0.10904742777347565, visibility=0.999956488609314, presence=0.9999994039535522)], ['Left Knee', NormalizedLandmark(x=0.5780156850814819, y=0.49473249912261963, z=-0.10930030047893524, visibility=0.9999699592590332, presence=0.9999996423721313)], ['Right Ankle', NormalizedLandmark(x=0.5888473987579346, y=0.6194677352905273, z=0.3602733314037323, visibility=0.7864529490470886, presence=0.9999921321868896)], ['Left Ankle', NormalizedLandmark(x=0.6690854430198669, y=0.5771175026893616, z=0.055089760571718216, visibility=0.9463504552841187, presence=0.9999973773956299)], ['Right Heel', NormalizedLandmark(x=0.6363285779953003, y=0.7547502517700195, z=0.4973576068878174, visibility=0.8624669313430786, presence=0.9999818801879883)], ['Left Heel', NormalizedLandmark(x=0.7389752864837646, y=0.7274664640426636, z=0.11440634727478027, visibility=0.9006928205490112, presence=0.9999904632568359)], ['Right Foot Index', NormalizedLandmark(x=0.6397029757499695, y=0.7786357402801514, z=0.5029767751693726, visibility=0.9064523577690125, presence=0.9999468326568604)], ['Left Foot Index', NormalizedLandmark(x=0.7380568981170654, y=0.7561031579971313, z=0.11955774575471878, visibility=0.8993189930915833, presence=0.9999868869781494)]]"
1,"[['Right Knee', NormalizedLandmark(x=0.519020676612854, y=0.5133628845214844, z=0.1404976099729538, visibility=0.9999561905860901, presence=0.999995231628418)], ['Left Knee', NormalizedLandmark(x=0.5742835998535156, y=0.49694228172302246, z=-0.1408819705247879, visibility=0.9999708533287048, presence=0.9999972581863403)], ['Right Ankle', NormalizedLandmark(x=0.5890518426895142, y=0.6187520623207092, z=0.2972104549407959, visibility=0.7805787324905396, presence=0.9999371767044067)], ['Left Ankle', NormalizedLandmark(x=0.6564783453941345, y=0.5747891664505005, z=0.012140827253460884, visibility=0.9444139003753662, presence=0.999951958656311)], ['Right Heel', NormalizedLandmark(x=0.6343043446540833, y=0.7572928071022034, z=0.34575843811035156, visibility=0.8684676289558411, presence=0.9997183680534363)], ['Left Heel', NormalizedLandmark(x=0.7054858207702637, y=0.6484023332595825, z=0.1267397552728653, visibility=0.9013955593109131, presence=0.9998605251312256)], ['Right Foot Index', NormalizedLandmark(x=0.6361387968063354, y=0.7809097766876221, z=0.3446865677833557, visibility=0.907867968082428, presence=0.9990467429161072)], ['Left Foot Index', NormalizedLandmark(x=0.7037535905838013, y=0.6844202876091003, z=0.14373324811458588, visibility=0.8960922360420227, presence=0.999850869178772)]]"
1.033333333,"[['Right Knee', NormalizedLandmark(x=0.51788729429245, y=0.49352899193763733, z=0.13049256801605225, visibility=0.9999551177024841, presence=0.9999978542327881)], ['Left Knee', NormalizedLandmark(x=0.5682356357574463, y=0.4848352074623108, z=-0.1307811290025711, visibility=0.9999658465385437, presence=0.9999946355819702)], ['Right Ankle', NormalizedLandmark(x=0.5798273086547852, y=0.6185481548309326, z=0.2985624372959137, visibility=0.7738677263259888, presence=0.9999946355819702)], ['Left Ankle', NormalizedLandmark(x=0.6640036106109619, y=0.48613473773002625, z=0.09112776070833206, visibility=0.8912612199783325, presence=0.9999746084213257)], ['Right Heel', NormalizedLandmark(x=0.6289163827896118, y=0.7642260789871216, z=0.3717127740383148, visibility=0.8743321299552917, presence=0.9999054670333862)], ['Left Heel', NormalizedLandmark(x=0.6317188143730164, y=0.5835213661193848, z=0.3768048584461212, visibility=0.8513656258583069, presence=0.9999611377716064)], ['Right Foot Index', NormalizedLandmark(x=0.6275507807731628, y=0.7905406951904297, z=0.3739612400531769, visibility=0.9072633981704712, presence=0.999640703201294)], ['Left Foot Index', NormalizedLandmark(x=0.6144483089447021, y=0.598934531211853, z=0.40629109740257263, visibility=0.8447942733764648, presence=0.999966025352478)]]"
1.066666667,"[['Right Knee', NormalizedLandmark(x=0.5159969329833984, y=0.48187270760536194, z=0.1097719669342041, visibility=0.9999494552612305, presence=0.9999942779541016)], ['Left Knee', NormalizedLandmark(x=0.5660779476165771, y=0.47689691185951233, z=-0.10990480333566666, visibility=0.9999523162841797, presence=0.9999878406524658)], ['Right Ankle', NormalizedLandmark(x=0.5700522065162659, y=0.6252978444099426, z=0.298208624124527, visibility=0.7626381516456604, presence=0.9999665021896362)], ['Left Ankle', NormalizedLandmark(x=0.6223161816596985, y=0.5080482959747314, z=0.0992046594619751, visibility=0.8297954797744751, presence=0.9998247027397156)], ['Right Heel', NormalizedLandmark(x=0.6186404228210449, y=0.7693262696266174, z=0.3786652386188507, visibility=0.8733791708946228, presence=0.9994946718215942)], ['Left Heel', NormalizedLandmark(x=0.6232170462608337, y=0.5432571172714233, z=0.45541447401046753, visibility=0.7754488587379456, presence=0.9998117089271545)], ['Right Foot Index', NormalizedLandmark(x=0.6192321181297302, y=0.7937707304954529, z=0.381076455116272, visibility=0.9014849066734314, presence=0.9982390403747559)], ['Left Foot Index', NormalizedLandmark(x=0.6168960332870483, y=0.5433454513549805, z=0.4946037530899048, visibility=0.7784181833267212, presence=0.9998729228973389)]]"
pose68,
0.7,"[['Right Knee', NormalizedLandmark(x=0.4557783305644989, y=0.6001560091972351, z=0.08616535365581512, visibility=0.9972931742668152, presence=0.9999966621398926)], ['Left Knee', NormalizedLandmark(x=0.514548659324646, y=0.5951381325721741, z=-0.08654648810625076, visibility=0.9978303909301758, presence=0.9999957084655762)], ['Right Ankle', NormalizedLandmark(x=0.546332836151123, y=0.7082924842834473, z=0.20230931043624878, visibility=0.7217004299163818, presence=0.9997913241386414)], ['Left Ankle', NormalizedLandmark(x=0.61395263671875, y=0.6704786419868469, z=-0.048658255487680435, visibility=0.8590126633644104, presence=0.9998838901519775)], ['Right Heel', NormalizedLandmark(x=0.5462931990623474, y=0.8674689531326294, z=0.12349128723144531, visibility=0.8093759417533875, presence=0.9993077516555786)], ['Left Heel', NormalizedLandmark(x=0.5597501397132874, y=0.7538200616836548, z=-0.059707701206207275, visibility=0.7925373911857605, presence=0.9993236064910889)], ['Right Foot Index', NormalizedLandmark(x=0.5391961932182312, y=0.8919057250022888, z=0.11308933049440384, visibility=0.924970805644989, presence=0.9977649450302124)], ['Left Foot Index', NormalizedLandmark(x=0.5401363968849182, y=0.7426854372024536, z=-0.05905424430966377, visibility=0.8743294477462769, presence=0.9990247488021851)]]"
0.733333333,"[['Right Knee', NormalizedLandmark(x=0.4887886643409729, y=0.6019444465637207, z=0.11511235684156418, visibility=0.9975625276565552, presence=0.9999983310699463)], ['Left Knee', NormalizedLandmark(x=0.552291214466095, y=0.5921705961227417, z=-0.11557202786207199, visibility=0.998046338558197, presence=0.9999982118606567)], ['Right Ankle', NormalizedLandmark(x=0.5549542903900146, y=0.7076342701911926, z=0.2879295349121094, visibility=0.7488887310028076, presence=0.9999731779098511)], ['Left Ankle', NormalizedLandmark(x=0.6649089455604553, y=0.6596673727035522, z=-0.03293486312031746, visibility=0.8730512857437134, presence=0.9999890327453613)], ['Right Heel', NormalizedLandmark(x=0.5459681153297424, y=0.8767780661582947, z=0.22232958674430847, visibility=0.8281259536743164, presence=0.9996591806411743)], ['Left Heel', NormalizedLandmark(x=0.6559804677963257, y=0.835462749004364, z=-0.11333484947681427, visibility=0.8131865859031677, presence=0.9997000694274902)], ['Right Foot Index', NormalizedLandmark(x=0.5404139757156372, y=0.8997268676757812, z=0.2121988981962204, visibility=0.9322513341903687, presence=0.9985539317131042)], ['Left Foot Index', NormalizedLandmark(x=0.6364750266075134, y=0.8676407933235168, z=-0.12051697820425034, visibility=0.8866479992866516, presence=0.9993282556533813)]]"
